,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address
100633,1.0,1,b70f31f5e92000a46f1db76f8947c6ec,2016-04-29 06:24:41,"a stately pre-war building on W 55th and 6th ave, amazing location in the heart of midtown. Central Park South just steps away this is home to some of Manhattan's most beautifully appointed luxury apartments. The apartment Features high ceilings, restored plaster moldings and beams, marble baths, entry foyer and many closets including huge walk-ins. Wausau thermopane windows for superior sound insulation. Select units have a wood burning fireplaces with marble hearths and kitchens with granite. It also features large windows fludding the apartment with natural light<br /><br />BUILDING FEATURES 24-Hour Doorman Sky's The Limit Concierge Services, Pet Friendly, New Laundry room, Fully Equipped Fitness Center.......<br /><br />For more info or to schedule an appointment to view contact: Eli 910-483-6814<br /><br /><p><a  website_redacted ",W 55th St.,"['Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-War', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",low,40.7633,6943593,-73.9785,1fb46c4a72bcf764ac35fc23f394760d,"['https://photos.renthop.com/2/6943593_bf1f9b1a53cce08859c7dd404cc7b5e8.jpg', 'https://photos.renthop.com/2/6943593_3e92de05416fbde8760bc95870b5920f.jpg', 'https://photos.renthop.com/2/6943593_717c8531bf0dd28bf908337d0bc37456.jpg', 'https://photos.renthop.com/2/6943593_267f8f755b63509d0cbca33e147f09b7.jpg', 'https://photos.renthop.com/2/6943593_8af6003463f5b349c22ffa0fee3e5e02.jpg', 'https://photos.renthop.com/2/6943593_4e645625168172a360f9bd6c8075403b.jpg', 'https://photos.renthop.com/2/6943593_f5ac15d77e9a31fe76ebbeeebede031b.jpg']",3250,101 W 55th St.
100634,1.0,2,0,2016-04-29 03:32:13,"<![CDATA[2 bedrooms, 2900, Park Slope / Windsor Terrace / Prospect Park So./Prospect Heights<br /><br />5-Story Walkup, Condo<ul><li>Short Distance to A,C,S & LIRR Train Stations</li><li>Near Prospect Park</li><li>4 Blocks to Supermarket</li></ul> <br /><br /><b>Please ask about this apartment by ID number</b>: 643551]]>",Bergen St.,[],low,40.6774,6941339,-73.9583,a12c733c6cba53a6d2fe8a1fdfd5a674,"['https://photos.renthop.com/2/6941339_b4521acabfd06a1217dfc3ad5d23766c.jpg', 'https://photos.renthop.com/2/6941339_680c9418d63c2c4e92cc479e4e1be3df.jpg']",2900,871 Bergen St.
100636,1.0,1,1d26432ca122474bf58270c7beab302c,2016-04-15 05:03:17,"**CENTRAL MIDTOWN LOCATION-LOTS OF AMENITIES**- QUEEN Sized Bedroom - Sliding Door Closets in Bedroom- Open Plan Kitchen + Living Room- Full Finished Bathroom- Heat, Hot Water, Electric &amp; Cooking Gas Included!- Laundry &amp; Elevator in Building- Live-In Super- Doorman- Pet Friendly*Please excuse photos apartment will be cleaned &amp; painted.*Near to N,Q,R,B,D,C, E and 1 Subways*Close to many restaurants, Broadway shows, nightlife, Food Emporium and much more...Contact Victoria for further info &amp; to schedule a showing!(259-041-9183 kagglemanager@renthop.com",West 51st Street,"['Elevator', 'Cats Allowed', 'Dogs Allowed', 'Exclusive']",low,40.7628,6877936,-73.9849,62826f3ae01f2ddc93b9cd28c659ab2b,"['https://photos.renthop.com/2/6877936_50a05c66f0c367e20d9de6b7790c2c6b.jpg', 'https://photos.renthop.com/2/6877936_66efb09e2574c73ef27ed8c2e6d2d930.jpg']",3350,245 West 51st Street
100638,1.0,1,2cf8a0687db6f00284a358ad30e96790,2016-04-12 04:19:00,"        Brownstone lovers...hurry up!!!! Facing Prospect Park!! New on the market this amazing and cozy 1 bedroom is located on the best Park Slope tree lined street facing the Park!!! The apartment is located in a perfectly maintained brownstone. This beautiful residence combines perfectly preserved original details: Large windows, high ceilings, hardwood floors and great light. Your unit faces Prospect Park!!! You will live steps away from all famous restaurants in the neighborhood, all express trains and 2 blocks to the park. <br /><br />Location: F train @ Prospect Park Do not waste your time...move to the best Brooklyn?s neighborhood where the desired charm and character are all ",181-A Prospect Park West,"['Cats Allowed', 'Dogs Allowed']",medium,40.6621,6860098,-73.9793,4b01241413ea168f704545a8aec899f7,"['https://photos.renthop.com/2/6860098_a68f3a89cc8db359ff7e6e2d1a0e3c1a.jpg', 'https://photos.renthop.com/2/6860098_54875e29d47415b9b5033ca21787e7e8.jpg', 'https://photos.renthop.com/2/6860098_5d171e70c2c083f50959e33a62ccba6b.jpg']",1995,181-A Prospect Park West
10064,1.0,1,80a733b441a8c77daa30801cf4f4715d,2016-06-10 02:56:29,"Large 1 bedroom at SoHo Court. This apartment enjoys a wonderful open chef's kitchen, ample storage space,  and a marble bath. Located perfectly on tree lined Elizabeth Street in the heart of SoHo. Soho Court, located on East Houston and Elizabeth Streets, is a 12-story, luxury rental property set in the heart of Manhattans most energetic and vital neighborhood. Offering a variety of unique studio, one and two bedroom layouts, Soho Courts superior apartment amenities include contemporary kitchens with 9 high ceilings, ceramic tile floors, oversized dining counters, and maple wood designer cabinets, and bathrooms with tri-view mirrored medicine cabinets and matching maple wood vanities. The Penthouse level apartments feature terraces, skylights and fireplaces.  There is also an on-site garage and a peaceful, private garden courtyard.Minimum 1 Year LeaseSoho Court, located on East Houston and Elizabeth Streets, is a 12-story, luxury property set in the heart of Manhattan's most energetic and vital neighborhood.  Offering a variety of unique studio, one and two bedroom layouts, Soho Court's superior apartment amenities include 9' ceilings, contemporary kitchens, ceramic tile floors, oversized granite dining counters and maple wood designer cabinets and bathrooms with tri-view mirrored medicine cabinets and matching maple wood vanities.  The Penthouse level apartments feature terraces, skylights and fireplaces.The building also provides the unique feature of an in-house exercise room with adjacent laundry facilities allowing tenants the convenience of completing both of those arduous tasks simultaneously.  There is also an on-site attended garage and a peaceful, private, landscaped and furnished courtyard.Soho Court's ultra-central Downtown location presents the best of three great neighborhhods: Soho, Greenwich Village and Nolita (north of Little Italy).  While retaining their own unique characteristics, each neighborhood offers a delightful mix of art, antiques, terrific food and a multitude of entertainers and shopping choices.  The building is only two blocks from both the IRT and BMT subway lines.Building Features:Studios, 1 and 2 Bedroom residencesGranite KitchensPH Apts. with Wood Burning Fireplace, Private Outdoor Space and Skylights.Sky's The Limit Concierge ServicesAmenities:Private Landscaped GardenAttended GarageComplimentary Fitness CenterOn-Site Resident ManagerConvenient Bike ParkingBrixity.com Online Tenant ServicePlease call 747-575-4675, email kagglemanager@renthop.com, or visit  website_redacted today for more information!",301 Elizabeth Street,"['Fitness Center', 'Residents Garden', 'Concierge', 'Laundry in Building', 'No Fee', 'Exclusive', 'Elevator']",low,40.7247,7134800,-73.9935,9df32cb8dda19d3222d66e69e258616b,"['https://photos.renthop.com/2/7134800_b5dd25e1057d9fe7a50fb2078f8cb0a0.jpg', 'https://photos.renthop.com/2/7134800_80d87494d92e43385f32392e151c4813.jpg', 'https://photos.renthop.com/2/7134800_35244f2efe66173ce8c6552d81596fc4.jpg', 'https://photos.renthop.com/2/7134800_ddf72a1cae00f80f18662fb0c051da7e.jpg', 'https://photos.renthop.com/2/7134800_ac136618a42a8f3ea536e9e10455cf79.jpg']",4195,301 Elizabeth Street
100640,1.0,2,9fad2bc9fbb983dfa8586df2f7fc3378,2016-04-24 03:59:58,"Modern renovations throughout, with flowing spacious layout, updated electric wiring, hardwood floors, updated kitchen, updated bathroom, storage space. It is located in a well maintained video security elevator laundry building within a five minute walk to the subway. All buildings come with Bed Bug certifications. Cable and High Speed Internet, Heat and Hot Water Included. Showing Today! Schedule on-line at:www.MyManhattanapt.com<br/><br/>Schedule your showing today on-line at:www.MyManhattanapt.comShowing times:  8:45am, 10:15am,11:45am, 1:15pm, 2:45am, 4:15pm, 5:45pm, 6:30pm, 7:30pmRequirements & Documents: Letter of employment, last year's tax return, recent bank statement. Shares ok, guarantors welcome (same documents needed)*No fee conditions apply <br/><br/><br/><br/><p>",Beautiful Spacious Renovated Modern Kitchen & Bathroom Elevator Laundry ,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Reduced Fee', 'Elevator', 'Laundry In Building', '\xa0Subway', 'High Speed Internet', 'Shares OK', 'Hardwood', 'High Ceilings', 'Renovated']",medium,40.8233,6919760,-73.9532,2a4e0d2668fde3afa267d312b3a2a9d8,"['https://photos.renthop.com/2/6919760_455c9cce97ced2878a8ae6d4601281d5.jpg', 'https://photos.renthop.com/2/6919760_46b8a778f27789a998cecce97128ef36.jpg', 'https://photos.renthop.com/2/6919760_26e9c6664e94204239760c2ad8e710e7.jpg', 'https://photos.renthop.com/2/6919760_a49c37e756e24a52e369d7a2c7d71c8d.jpg', 'https://photos.renthop.com/2/6919760_04b36981d0d821085b7149e18e5d14dc.jpg', 'https://photos.renthop.com/2/6919760_4650bccd7dc069902cd4417d3d565fb6.jpg', 'https://photos.renthop.com/2/6919760_6719b7fcbe5eae608b22e39984b5966c.jpg']",1900,600 W 140
100641,1.0,1,f6830a21af6b5874e4f305e36d3d81df,2016-04-19 02:53:53,GREAT 1/1 APARTMENT - EXCELLENT LOCATION - ELEVATOR IN BUILDING - CALL NOW FOR DETAILS<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,Charles Street,"['Elevator', 'Hardwood Floors']",low,40.7343,6893051,-74.0094,abba62a6a83113e947f0b38a79e3c98b,"['https://photos.renthop.com/2/6893051_92ffd13e8ac42087c73afdae47a1b22c.jpg', 'https://photos.renthop.com/2/6893051_3a88e97384b2763cf07caf201b07d7aa.jpg', 'https://photos.renthop.com/2/6893051_3c611b90044050e8ff74088db16a6390.jpg', 'https://photos.renthop.com/2/6893051_0265bfd98973821731efb28295ceada7.jpg', 'https://photos.renthop.com/2/6893051_e22f1dc759b36828bfa78821d34d1806.jpg']",3850,12 Charles Street
100642,1.0,1,0,2016-04-20 01:22:52,"This Midtown West one bed room apartment in a totally gut renovated intercom building. Units have new appliances, modern kitchen cabinets with granite counter tops, large walk-in storage closet and oak wood flooring throughout apartment. Very sunny and spacious. Steps from supermarket, laundry, and restaurants. For Inquiries on this unit or any other unit on Citi Habitats contact me at 445-589-0119 or kagglemanager@renthop.com ",West 49th Street,"['Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7632,6897686,-73.9907,9153d5678d7731f9ae283aba33932c1e,"['https://photos.renthop.com/2/6897686_f0ee2e17a65072e70e85f00a639b2ade.jpg', 'https://photos.renthop.com/2/6897686_32bddb5ea003c3d318cb7d60dc2e788a.jpg', 'https://photos.renthop.com/2/6897686_4023a623a991abc35fcf473b606b583f.jpg', 'https://photos.renthop.com/2/6897686_320a486b55df0e86dab2573273aa20c5.jpg']",2495,426 West 49th Street
100644,0.0,1,ddb09ce9e9a73eb2d2132a7ae9bc4861,2016-04-20 02:46:16,"Sky high views with extra high ceiling! This comfortable one bedroom can effortlessly accommodate a queen size bed. Also features a pass through kitchen and impressive Empire State building views.Closet space, and master bedrooms accommodate a queen size bed. The kitchen is a cooks dream with ample counter space and top of the line appliances. Southern exposed light welcome you home.<br /><br />Full luxury service building with unsurpassed amenities. Bike RoomConciergeGarage ParkingGymLaundry in BuildingParking AvailableStorage AvailableDeckRoof Deck<br /><br />Located in the Prime Murray Hill neighborhood by Madison Square Park! Surrounded by exquisite restaurants, bars, nightlife. Also super close to the famous Eataly!!!at 28th St 0.1 miles6 at 28th St 0.1 milesPATH at 33rd Street Station 0.3 milesFM at 23rd St 0.3 miles<br /><br />Want to view it today? Contact M. ""Carolina"" today to book an appointment! Not what you are looking for, no worries I have access to a list with thousands of other apartments and I bet you will fall in love with one of them! Don't miss out on this EXTRAORDINAIRE deal!<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",E 29th St.,"['Doorman', 'Elevator', 'Fitness Center', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",low,40.745,6898951,-73.9863,151f60a5367a01a69260b3542570ace8,"['https://photos.renthop.com/2/6898951_c4c00f15a79f2f81a8c8acec1d6d33a3.jpg', 'https://photos.renthop.com/2/6898951_ff87939aa4c930720a6a95ae9096df95.jpg', 'https://photos.renthop.com/2/6898951_efea9b3e0cca915718516e96b510ff9b.jpg', 'https://photos.renthop.com/2/6898951_1135666f44f488f689e229a39b30a083.jpg', 'https://photos.renthop.com/2/6898951_780509463b5829136b01e1eee766595c.jpg']",4475,10 E 29th St.
100646,1.0,0,4cf50a4036329a5ab9e6241e0b567e79,2016-04-21 03:27:12,"FULLY RENOVATED STUDIO OFFERS SEPARATE WINDOWED, EAT-IN KITCHEN WITH SHAKER WOOD CABINETS AND SILESTONE COUNTERS- GREAT COUNTER SPACE AND STORAGE. STRIP WOOD FLOORS AND RECESSED LIGHTING THROUGHOUT. FULL WINDOWED BATHROOM WITH MARBLE FLOORING AND CLASSIC WHITE SUBWAY TILED WALLS. GAS AND ELECTRIC INCLUDED SO NO MONTHLY BILLS. To view this apartment or to inquire on any apartments, please call/text Amir Weiner at 010-607-0491 or email at kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 79th Street,"['Pre-War', 'Laundry in Building', 'Hardwood Floors']",low,40.7705,6905541,-73.9485,9d32b720e26a351b951c8f78f72f2fec,"['https://photos.renthop.com/2/6905541_5dc1813302684b3916b1c86c2bd49822.jpg', 'https://photos.renthop.com/2/6905541_3b530513549d01c31c0ad025c7257a50.jpg', 'https://photos.renthop.com/2/6905541_6b8deab34070d7a4ed1591f1c27fd76b.jpg', 'https://photos.renthop.com/2/6905541_8700211d8c2032afaf5e95289eec38db.jpg']",1895,536 East 79th Street
100648,1.0,1,2606b879059299a4e894f7a56a550695,2016-04-12 03:16:39,"No Fee Designed to feel like an oasis, a place tonestle into your dwelling, and enjoy the surrounding open sky, andlush green park environment. Here are just some of the featuresthis corner unit one bedroom offers: south/east exposures, whiteoak flooring, oversized windows, a large livingroom, with aseparate dining area, a queen size bedroom, an in-unit Maytagwasher & dryer, and in the kitchen, Oyster CaesarStonecountertops, and backsplash, stainless steel Whirlpool and Maytagappliances, and a breakfast bar open to the livingroom. In thebath, a deep soaking tub, Hansgrohe shower fixtures, a Wenge oak,Silo stone topped vanity, with Kohler under mounted sink. All thisat the Kestrel, the newest, full service rental development inWindsor Terrace. Disclosure: listed rent is the Net Effective rentbased on the first month free of 13 Month Occupancy.",33 Caton Place,"['Garage', 'Doorman', 'Elevator', 'Fitness Center', 'Cats Allowed', 'Dogs Allowed']",medium,40.6493,6859023,-73.974,7b1efdbec3e9dd76c7965fc3639f4791,"['https://photos.renthop.com/2/6859023_0cf18ad2f376e516219cdcfe734d608e.jpg', 'https://photos.renthop.com/2/6859023_a7b6ab9c7303c9d5b3b1b00b0c9aa9c7.jpg', 'https://photos.renthop.com/2/6859023_4db55684af33cb2da8acce8354418379.jpg', 'https://photos.renthop.com/2/6859023_ff6b755a6c1996841319ee19bb2112c5.jpg', 'https://photos.renthop.com/2/6859023_872cbb5c37489da50176c3f834e87250.jpg', 'https://photos.renthop.com/2/6859023_ebf5167b4dcfb92273c4012ccd4d97d2.jpg', 'https://photos.renthop.com/2/6859023_ae65d2799d5f7119f440c75e5a0c6b3d.jpg', 'https://photos.renthop.com/2/6859023_54d0ff3f49fe8cf931af5d0e3804ccc5.jpg', 'https://photos.renthop.com/2/6859023_517357e5d7902f6130b533da34e1ef5f.jpg', 'https://photos.renthop.com/2/6859023_81cc503f2944ac16d2921c5eace388a5.jpg', 'https://photos.renthop.com/2/6859023_4c4cf9a6e30568c5378a644b06e976ab.jpg', 'https://photos.renthop.com/2/6859023_d7a03a41116024cbf04c89d5f81b3b75.jpg']",2487,33 Caton place
100649,1.0,3,9518ce8c9dfc95badc2faff79c969c63,2016-04-21 04:44:49,"NO BROKER FEE+ 1 MONTHS FREE RENTThis is a Brand New, Gut Renovated 3 Bedroom w/ 2 Full Bathrooms w/ Washer & Dryer featuring:Ebony Hardwood FloorsRecessed LightingCarrara Marble Counter-topsBrand New Stainless Steel AppliancesCherrywood cabinetsCrown and Baseboard Moldings2 Full Luxury Bathrooms w/ intricate mosaic tile-workWasher Dryer in unit<br /><br />To view this apartment or to inquire on any apartments, please call/text Amir Weiner at 010-607-0491 or email at kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",East 82nd Street,"['Laundry in Unit', 'Hardwood Floors', 'No Fee']",low,40.7729,6906328,-73.9485,9d32b720e26a351b951c8f78f72f2fec,"['https://photos.renthop.com/2/6906328_47d1dc06ad1e0689c043e32c60c79836.jpg', 'https://photos.renthop.com/2/6906328_276ec4c420936f26b638a888d805d124.jpg', 'https://photos.renthop.com/2/6906328_9e6a0c56f95ed86eb72569e1f0bd5ce2.jpg', 'https://photos.renthop.com/2/6906328_bc8af2862dee0755756a8fecf841fac6.jpg', 'https://photos.renthop.com/2/6906328_0c7725201fe653b47c1cac8e134a10fe.jpg', 'https://photos.renthop.com/2/6906328_d9673608361fd456d74bb0cf394a91ce.jpg', 'https://photos.renthop.com/2/6906328_a1aa211ae06c4a7fac6209fb7d549dbf.jpg']",5100,506 East 82nd Street
